Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	tree_length
0	-116.3608	-381.25	264.8892	0.0990563	0.0303876	0.0103738	0.0101951	0.0279169	0.0182341	0.0260783	0.0148452	0.00177951	0.0725699	0.0204072	0.0173702	0.00650871	0.000723757	0.00749703	0.0135751	0.00841776	0.0135325	0.0215502	0.0187377	0.0128879	0.0176401	0.00950887	0.00393357	0.0304506	0.0535339	0.0017787	0.0162846	0.00251013	0.0151818	0.00101215	0.00494269	0.0186689	0.0170697	0.0108272	0.00460613	0.0182288	0.00479585	0.00480706	0.0251781	0.00835318	0.0160252	0.0575994	0.00179543	0.00284962	0.0129507	0.00368312	0.00701552	0.0132502	0.0200411	0.0156018	0.00754043	0.00181978	0.00580837	0.00567739	0.0104722	0.0137744	0.00175341	0.0348526	0.139224	0.00459312	0.00132068	0.135925	0.000606133	0.0286562	0.039935	0.0100161	0.0205413	0.0159046	0.112475	0.0169275	0.0163487	0.0244314	0.0293699	0.00451619	0.00632232	0.00658232	0.00498573	0.0835506	0.0153508	0.0145782	0.0068454	0.00804476	0.0254662	0.0414955	0.026452	0.0318945	0.0133433	0.00226208	0.0208094	0.000717119	0.0112043	0.014642	0.0192331	0.0200503	0.00645185	0.00346846	0.0264371	0.0146097	0.0141607	0.0209658	0.0150597	0.0224292	9.57083e-05	0.00361536	0.0436311	0.00717016	0.0251604	0.0197806	0.000242843	0.0542265	4.96668e-05	0.00460693	0.029072	0.0149653	0.0110645	0.0503954	0.00350706	0.022203	0.0185683	0.0198154	0.0140994	0.00519701	0.00256731	0.000656092	0.0094158	0.0228136	0.0500785	0.0274758	0.0177393	0.015797	0.00751667	0.00654374	0.0122798	0.0382376	0.00281592	0.00158694	0.161636	0.411152	0.757837	1.31955	2.43219	6.18674	1.317727	0.0378705	0.0116176	0.00396605	0.0038977	0.010673	0.00697114	0.00997007	0.0056755	0.000680327	0.0277444	0.00780193	0.00664085	0.00248836	0.000276701	0.00286621	0.00518993	0.00321822	0.00517363	0.00823889	0.00716366	0.00492719	0.00674405	0.00363536	0.00150385	0.0116416	0.0204667	0.000680018	0.00622579	0.000959654	0.00580418	0.000386958	0.00188965	0.00713736	0.00652597	0.00413937	0.00176098	0.00696908	0.00183351	0.0018378	0.00962588	0.00319353	0.00612663	0.022021	0.000686415	0.00108944	0.00495123	0.0014081	0.00268212	0.0050657	0.00766195	0.00596475	0.0028828	0.000695724	0.00222061	0.00217054	0.00400365	0.00526612	0.000670349	0.0133246	0.0532271	0.00175601	0.000504912	0.0519659	0.000231732	0.0109556	0.0152677	0.00382928	0.00785318	0.00608053	0.0430007	0.0064716	0.00625032	0.00934043	0.0112285	0.0017266	0.0024171	0.0025165	0.00190611	0.0319424	0.00586881	0.00557344	0.00261708	0.00307561	0.00973603	0.0158642	0.0101129	0.0121936	0.00510131	0.00086482	0.00795569	0.000274164	0.00428353	0.0055978	0.00735305	0.00766549	0.00246662	0.00132604	0.0101073	0.00558548	0.00541379	0.00801549	0.00575751	0.00857495	3.65905e-05	0.0013822	0.0166807	0.00274124	0.00961912	0.00756237	9.28419e-05	0.0207315	1.89882e-05	0.00176129	0.0111146	0.00572142	0.0042301	0.0192668	0.00134079	0.0084885	0.0070989	0.00757569	0.00539037	0.00198688	0.000981515	0.000250832	0.00359978	0.00872193	0.0191456	0.0105044	0.00678196	0.00603938	0.00287372	0.00250175	0.00469473	0.0146187	0.00107656	0.000606707	2.615662
36	-96.91467	-362.9602	266.0456	0.0104424	0.0209484	0.00885687	0.00346969	0.0836763	0.00732034	0.0146733	0.0310395	0.000524516	0.0307889	0.0456253	0.00955181	0.0080838	0.00675632	0.00665913	0.00980962	0.00364863	0.00606565	0.0527805	0.0041207	0.00788402	0.00374671	0.0183824	0.014606	0.0239458	0.0108492	0.00310865	0.0153027	0.0231155	0.00542166	0.00433458	0.00310606	0.0175091	0.0123701	0.0106712	0.00107556	0.0122404	0.00377469	0.00359218	0.00300977	0.00296321	0.000346394	0.0125543	0.0154668	0.000266357	0.010982	0.00951543	0.00542665	0.00288675	0.0233047	0.00197446	0.00455591	0.000483179	0.0321642	0.0121951	0.00971465	0.00904557	0.00343768	0.00272277	0.0260489	0.0102788	0.00575678	0.0284851	0.00491322	0.0383931	0.0225823	0.0026231	0.00175471	0.0039768	0.034522	0.0366512	0.0342707	0.0165902	0.00397266	0.00495987	0.00417804	0.0277363	0.000564513	0.0063727	0.00736835	0.0121282	0.0069429	0.00724993	0.00579893	0.0164838	0.0181405	0.00256566	0.0110186	0.00357726	0.00433719	0.00604432	0.00248075	0.00333141	0.00985817	0.0038323	0.00336693	0.012489	0.0546029	0.0347055	0.0126944	0.00529992	0.0131992	0.0656542	0.00161777	0.00280323	0.0122123	0.0153592	0.0351108	0.00468599	0.00323835	0.00514894	1.28691e-05	0.0037239	0.0183642	0.00919089	0.00154177	0.028978	0.0113779	0.0139717	0.0105768	0.0168822	0.00753396	0.00287705	0.00685573	0.00108517	0.0290576	0.0635078	0.0350596	0.0117393	0.0030982	0.0444861	0.0144583	0.0124219	0.0113069	0.000322246	0.0036149	0.0118943	0.144747	0.389607	0.745218	1.34189	2.56669	6.90861	1.397525	0.00575396	0.011543	0.00488032	0.00191187	0.0461074	0.00403366	0.00808532	0.0171034	0.000289019	0.0169653	0.0251405	0.00526325	0.00445435	0.00372288	0.00366933	0.00540531	0.00201047	0.0033423	0.0290832	0.00227059	0.00434426	0.00206452	0.0101291	0.00804824	0.0131946	0.00597817	0.00171293	0.00843211	0.0127372	0.00298745	0.00238845	0.0017115	0.0096479	0.00681621	0.00588007	0.000592658	0.00674471	0.00207993	0.00197937	0.00165845	0.00163279	0.000190871	0.0069177	0.00852255	0.000146768	0.0060513	0.00524321	0.0029902	0.00159066	0.0128414	0.00108797	0.0025104	0.000266242	0.0177232	0.00671978	0.00535298	0.0049843	0.00189424	0.00150031	0.0143535	0.00566385	0.00317211	0.0156959	0.00270729	0.0211554	0.0124433	0.00144538	0.000966884	0.0021913	0.0190224	0.0201956	0.0188839	0.00914156	0.00218902	0.002733	0.00230219	0.0152833	0.000311059	0.0035115	0.00406012	0.00668289	0.00382569	0.00399487	0.00319533	0.00908291	0.00999582	0.00141374	0.00607148	0.00197115	0.00238989	0.00333055	0.00136695	0.00183568	0.00543206	0.00211168	0.00185525	0.00688169	0.0300874	0.0191235	0.00699491	0.00292037	0.00727303	0.0361769	0.000891425	0.00154464	0.00672924	0.00846325	0.0193468	0.00258208	0.0017844	0.00283718	7.09117e-06	0.00205195	0.0101191	0.00506438	0.000849546	0.0159675	0.00626948	0.00769873	0.00582803	0.00930247	0.00415138	0.00158532	0.00377766	0.000597952	0.0160114	0.0349942	0.0193186	0.00646859	0.00170717	0.0245128	0.00796685	0.00684476	0.00623033	0.000177565	0.00199189	0.00655404	1.814811
72	-102.3045	-368.0973	265.7928	0.0100487	0.0126589	0.0182079	0.00927769	0.0616161	0.00277476	0.0011646	0.0227605	0.000434631	0.00221636	0.00798543	0.01819	0.00580445	0.0013103	0.0180456	0.0132152	0.00141567	0.00223258	0.0618098	0.000153057	0.00282653	0.00373461	0.0287911	0.00997119	0.0183444	0.0235083	0.0012826	0.0273933	0.0146105	0.0656964	0.00333813	0.00520469	0.0394185	0.0170588	0.0101396	0.0110624	0.00913519	0.0175366	0.00906094	0.0102175	0.00323732	0.00428482	0.00316235	0.0102892	0.00178266	0.00644712	0.0132611	0.0306138	0.00101821	0.00785352	0.0162111	0.00672547	0.00318021	0.00415408	0.0229687	0.0151368	0.0178379	0.00297116	0.000581692	0.0185192	0.00394455	0.00651168	0.0153132	0.0211459	0.0044054	0.0238399	0.00622193	0.0180129	0.01535	0.0372579	0.0229182	0.0281651	0.00418579	0.0223033	0.0143789	0.0243512	0.0364228	0.000638543	0.00155251	0.0100946	0.0180714	0.00170094	0.02409	0.00342784	0.00422063	0.0188395	0.00750106	0.00448855	0.00122171	0.00663112	0.0080625	0.0216785	0.00380944	0.0106873	0.00753069	0.0720185	0.010451	0.00194148	0.0369989	0.0112746	0.0191905	0.0749212	0.0216718	0.000612388	0.0280352	0.00860857	0.00443036	0.011417	0.0175117	0.013767	0.0561643	0.0109087	0.00546062	0.000738299	0.0170564	0.00616315	0.0371208	0.0241172	0.0199708	0.000567409	0.00861296	0.000371782	0.00139305	0.0358264	0.0129358	0.0203338	0.0192942	0.0165383	0.0426189	0.0209018	0.021746	0.00831704	0.0209687	0.0254938	0.00612255	0.00637134	0.020616	0.164696	0.414929	0.760002	1.31579	2.41005	6.0718	1.304167	0.00490553	0.00617975	0.00888864	0.00452914	0.0300795	0.00135457	0.000568528	0.0111111	0.000212176	0.00108197	0.00389829	0.00887988	0.00283359	0.000639656	0.00880942	0.00645131	0.000691094	0.00108989	0.030174	7.47184e-05	0.00137984	0.00182314	0.0140551	0.00486769	0.00895529	0.0114762	0.000626134	0.0133727	0.00713251	0.0320714	0.00162959	0.0025408	0.0192432	0.0083277	0.00494989	0.00540039	0.00445957	0.00856092	0.00442333	0.00498792	0.00158038	0.00209174	0.00154378	0.00502291	0.000870251	0.00314732	0.00647374	0.0149449	0.000497064	0.00383389	0.00791386	0.00328321	0.0015525	0.00202792	0.0112127	0.0073894	0.00870802	0.00145045	0.000283968	0.00904059	0.00192563	0.00317884	0.00747552	0.0103229	0.0021506	0.0116381	0.00303739	0.00879344	0.00749351	0.0181884	0.0111881	0.0137495	0.0020434	0.0108879	0.00701941	0.0118877	0.0177807	0.000311721	0.000757897	0.00492793	0.008822	0.000830355	0.0117601	0.00167339	0.00206041	0.00919697	0.00366183	0.0021912	0.000596408	0.00323715	0.00393591	0.0105829	0.00185968	0.00521726	0.0036763	0.0351576	0.00510191	0.000947784	0.0180619	0.00550397	0.00936834	0.0365746	0.0105796	0.000298952	0.0136861	0.00420249	0.00216279	0.00557348	0.00854878	0.00672071	0.027418	0.00532535	0.00266574	0.000360419	0.0083265	0.0030087	0.0181214	0.0117734	0.00974923	0.000276995	0.00420463	0.000181495	0.000680054	0.0174896	0.00631492	0.00992644	0.00941897	0.00807358	0.0208055	0.0102037	0.0106159	0.00406017	0.0102364	0.0124454	0.00298887	0.00311033	0.0100642	2.048445
108	-108.5388	-375.0997	266.561	0.000219009	0.00934937	0.00717395	0.00602657	0.0161589	0.00866469	0.000697916	0.018673	0.000870252	0.0113792	0.00865599	0.00327884	0.000430246	0.00344597	0.00014719	0.00542607	0.00182432	0.00163686	0.00832577	0.0109314	0.00156935	0.0034997	0.00215346	0.000783083	0.00333633	0.0154933	0.00280081	0.00547742	0.00245945	0.000186188	0.000560706	0.00175073	0.00583522	0.00489281	0.0129315	0.00314032	0.00362101	0.00259291	0.000896405	0.00069031	0.00308066	0.00521937	0.00707601	0.000463469	2.22401e-05	0.00138196	9.27942e-05	0.00351499	0.000649413	0.00688484	0.0208239	0.00194588	0.0071778	0.00231473	0.00391013	0.00146363	0.00238521	0.00209206	0.00573184	0.000355314	0.00055604	0.00487532	0.00536395	0.000464214	0.00398977	0.00506494	0.00143182	0.00291586	0.00267028	0.0102427	0.00317646	0.0047288	0.00203292	0.00774779	0.00110662	0.00273284	0.00171662	0.00388816	0.0107053	0.0217299	0.000225834	0.00666019	0.00392104	0.0147142	0.000138064	0.00315234	0.00264157	0.000440662	0.00292431	0.00446731	0.00166611	0.00604597	0.00437282	0.00051985	0.00510393	0.000461025	0.000377341	0.00306083	0.00406882	0.0115298	0.00490714	0.0011052	0.00151938	0.0017826	0.00597219	0.00325974	0.000881697	0.00777805	0.00361254	0.00319437	0.00280423	0.000163475	0.00543505	0.014588	0.00581178	0.0018623	0.00179533	0.00597158	0.00473336	0.00149029	0.0115564	0.00123898	0.00635491	0.00169377	0.0034385	0.00242318	0.00183592	0.0136923	0.00118994	0.000371305	6.49803e-05	0.000574198	0.0112608	0.00819168	0.0062236	0.00354326	0.0176634	0.0478146	0.226996	0.629636	1.58822	4.40536	20.9141	2.198436	0.000354274	0.0151238	0.0116048	0.00974874	0.026139	0.0140162	0.00112897	0.0302059	0.00140774	0.0184073	0.0140021	0.00530394	0.000695976	0.00557429	0.000238098	0.00877735	0.00295106	0.00264782	0.013468	0.0176829	0.00253862	0.00566119	0.00348349	0.00126673	0.00539694	0.0250623	0.00453066	0.00886041	0.00397846	0.000301182	0.000907012	0.00283202	0.00943919	0.00791473	0.0209182	0.00507986	0.00585743	0.00419436	0.00145005	0.00111666	0.00498335	0.00844298	0.0114463	0.000749719	3.59762e-05	0.00223549	0.000150106	0.00568594	0.00105051	0.0111371	0.0336852	0.00314771	0.011611	0.00374436	0.00632513	0.0023676	0.00385838	0.00338417	0.00927197	0.000574764	0.000899463	0.00788644	0.00867685	0.000750924	0.00645395	0.00819318	0.00231615	0.00471677	0.0043195	0.0165688	0.00513833	0.00764943	0.0032885	0.012533	0.0017901	0.00442071	0.00277684	0.00628958	0.0173171	0.0351509	0.000365314	0.0107737	0.00634276	0.023802	0.000223335	0.0050993	0.00427307	0.000712826	0.00473044	0.00722643	0.00269515	0.00978011	0.00707358	0.000840922	0.00825625	0.000745765	0.000610396	0.00495127	0.00658183	0.0186508	0.00793792	0.0017878	0.00245779	0.00288358	0.00966077	0.00527304	0.00142625	0.012582	0.00584374	0.00516729	0.00453619	0.000264441	0.00879187	0.0235979	0.00940127	0.0030125	0.00290417	0.00965978	0.0076568	0.00241073	0.0186938	0.0020042	0.0102799	0.00273988	0.00556221	0.00391979	0.00296983	0.022149	0.00192488	0.000600633	0.000105114	0.000928836	0.0182157	0.0132511	0.0100674	0.00573167	0.0285728	0.6181904
144	-98.89303	-365.2453	266.3522	0.000344334	0.0196571	0.0030247	0.0192041	0.0130505	0.0141259	0.00511519	0.00164242	0.00466191	0.0203047	0.0198896	0.00885562	0.00359905	0.00145242	0.00161779	0.0159949	0.0237067	0.00208888	0.0202955	0.00404059	0.0045704	0.0107634	0.00854587	0.00386622	0.00424079	0.0673381	0.00191137	0.00900017	0.000398356	0.00210294	0.0143176	0.00720217	0.00220185	0.0240998	0.00918331	0.012734	0.00677651	0.00172197	0.00273836	0.000174555	0.00147676	0.00201195	0.0044274	0.004033	0.00138062	0.00440624	0.000320117	0.0074818	0.0050277	0.0176704	0.00361168	0.00215358	0.0189496	0.00517276	0.0124059	0.00261645	0.00640306	0.0107489	0.00894453	0.00335285	0.00296555	0.0031416	0.00418078	0.00355729	0.0167204	0.0192577	0.00147203	0.00362945	0.0118649	0.00520361	0.00195001	0.034095	0.0257457	0.0300541	0.00548521	0.00483905	0.00146784	0.0129821	0.0214956	0.00863354	0.000355799	0.0258916	0.00923598	0.0101551	0.00205037	0.00409321	0.00256251	0.00120148	0.000707427	0.0253402	0.00209061	0.0151468	0.00483976	0.000372317	0.00179767	0.0168557	0.00174636	0.00510839	0.00193047	0.0211227	0.00507222	0.00238789	0.00876489	0.000783235	0.00128666	0.00134357	0.00226473	0.0201666	0.0286457	0.00356221	0.00231401	0.00470335	0.00260338	0.00744126	0.00185938	0.0145338	0.00889857	0.0129856	0.00160108	0.00364599	0.0136976	0.00334346	0.00525631	0.000963976	0.00528475	0.00938387	0.0310308	0.00483651	0.0011073	0.00206157	0.0190074	0.00252739	0.00678158	0.00146796	0.00852652	0.000577752	0.00281089	0.0654871	0.264628	0.6605	1.514	3.77889	15.2702	1.971015	0.000300983	0.0171823	0.0026439	0.0167864	0.0114074	0.0123475	0.0044712	0.00143565	0.00407499	0.0177484	0.0173855	0.00774072	0.00314594	0.00126956	0.00141412	0.0139812	0.0207221	0.00182589	0.0177403	0.00353189	0.003995	0.00940828	0.00746996	0.00337947	0.00370688	0.0588604	0.00167073	0.00786707	0.000348204	0.00183818	0.012515	0.00629543	0.00192464	0.0210657	0.00802715	0.0111308	0.00592336	0.00150518	0.00239361	0.000152579	0.00129084	0.00175865	0.00387	0.00352525	0.0012068	0.00385151	0.000279815	0.00653985	0.00439473	0.0154458	0.00315698	0.00188245	0.0165639	0.00452152	0.010844	0.00228704	0.00559693	0.00939563	0.00781843	0.00293073	0.00259219	0.00274608	0.00365443	0.00310944	0.0146154	0.0168332	0.0012867	0.00317251	0.0103712	0.00454849	0.00170451	0.0298026	0.0225044	0.0262704	0.00479464	0.00422983	0.00128304	0.0113477	0.0187894	0.0075466	0.000311004	0.0226319	0.00807319	0.00887663	0.00179223	0.00357788	0.00223989	0.00105022	0.000618363	0.0221499	0.0018274	0.0132398	0.00423044	0.000325443	0.00157134	0.0147336	0.0015265	0.00446525	0.00168743	0.0184634	0.00443364	0.00208726	0.00766141	0.000684627	0.00112468	0.00117442	0.0019796	0.0176277	0.0250393	0.00311374	0.00202268	0.00411121	0.00227562	0.00650442	0.00162529	0.012704	0.00777826	0.0113508	0.00139951	0.00318697	0.0119731	0.00292253	0.00459455	0.000842613	0.00461941	0.00820246	0.0271241	0.0042276	0.000967892	0.00180202	0.0166145	0.0022092	0.0059278	0.00128315	0.00745305	0.000505014	0.00245701	1.144031
180	-102.8691	-368.7584	265.8893	0.000242284	0.00094489	0.00358599	0.00335376	0.0040648	0.00482422	0.000580017	0.000167196	0.000877456	0.00172083	0.00623266	0.000186246	0.000107195	0.000812802	0.00230744	0.00181242	0.000848352	0.00273772	0.00757484	0.000658895	0.00149106	4.71572e-05	0.00131638	0.000809977	0.00106346	0.0103109	0.00260431	0.00153342	2.33621e-05	0.000173399	0.000930393	0.00393334	0.00161518	0.00245036	0.00044856	0.000294759	0.00225301	0.00205554	3.41126e-06	0.000730971	0.000672239	0.00098648	0.00368414	0.00034134	0.00143656	0.00162214	0.0012265	0.000777719	0.00377446	0.0046041	0.00053257	5.43635e-05	0.00111049	0.00712127	0.00171275	0.00122875	0.000862415	0.000728019	0.00289177	0.000312307	0.00777088	0.00137466	0.00190739	0.000950085	0.0012164	0.00502265	0.00313022	0.00071459	0.00341849	0.00413347	0.000181563	0.00934209	0.00966275	0.00422834	0.00236677	0.00315421	0.00246936	0.000255646	0.00173647	0.00668549	0.00114184	0.00697137	0.00263956	0.00440627	0.000353521	0.00210408	0.000714285	0.000909003	1.46681e-05	0.00075069	0.00184632	0.00435618	0.00103338	0.000944113	0.00270653	0.00542346	0.000243987	0.00103436	0.000586114	0.00178352	0.00166495	0.0018018	0.00326456	0.000289282	0.0032459	0.00226676	0.000596731	0.000528077	0.00668953	0.0012961	0.0011512	0.00214538	4.20311e-05	0.00432354	0.00226948	0.00274184	0.00523416	0.00184451	0.00110128	0.000788873	0.00966628	0.000272336	0.00180931	0.00055863	0.000576001	0.00719497	0.00561333	0.00223823	0.00204422	0.000140844	0.00352382	0.00417627	0.00121208	0.00233673	0.002748	0.000248577	0.00369411	0.0207622	0.151123	0.554582	1.80316	6.61713	48.1644	2.801617	0.00077054	0.00300505	0.0114046	0.010666	0.0129274	0.0153426	0.00184464	0.000531736	0.00279059	0.00547278	0.0198218	0.000592322	0.000340913	0.00258497	0.00733838	0.00576409	0.00269803	0.00870682	0.0240904	0.0020955	0.00474205	0.000149975	0.0041865	0.00257598	0.00338214	0.032792	0.00828253	0.00487676	7.42988e-05	0.000551465	0.00295894	0.0125093	0.0051368	0.00779292	0.00142656	0.000937427	0.00716528	0.00653728	1.08489e-05	0.00232472	0.00213794	0.00313732	0.0117167	0.00108557	0.00456873	0.00515891	0.00390067	0.0024734	0.012004	0.0146425	0.00169374	0.000172893	0.0035317	0.0226479	0.00544711	0.00390783	0.00274276	0.00231533	0.00919677	0.000993236	0.0247139	0.00437186	0.00606611	0.00302157	0.00386855	0.0159736	0.00995511	0.00227262	0.0108719	0.0131457	0.00057743	0.0297108	0.0307306	0.0134475	0.00752708	0.0100314	0.00785336	0.000813036	0.00552253	0.021262	0.00363143	0.0221712	0.00839463	0.0140133	0.00112431	0.00669166	0.00227165	0.00289092	4.66494e-05	0.00238744	0.00587189	0.0138541	0.00328646	0.00300258	0.00860763	0.0172483	0.000775957	0.00328959	0.00186403	0.00567216	0.00529508	0.0057303	0.0103823	0.000920008	0.010323	0.007209	0.0018978	0.00167945	0.0212748	0.00412202	0.0036612	0.006823	0.000133672	0.0137502	0.00721768	0.00871994	0.0166463	0.00586612	0.00350241	0.00250887	0.0307419	0.000866115	0.00575418	0.00177662	0.00183187	0.0228823	0.0178522	0.00711827	0.00650126	0.000447928	0.0112069	0.0132819	0.00385481	0.00743154	0.00873951	0.000790555	0.0117484	0.3144339
