Iteration	Posterior	Likelihood	Prior	rate_log_sd	tree_length
0	-116.3608	-381.25	264.8892	1.317727	2.615662
6	-100.3804	-366.51	266.1297	1.415955	1.743515
12	-90.51281	-355.8289	265.3161	1.375605	2.311445
18	-96.76433	-362.6326	265.8683	1.327634	1.982626
24	-96.93778	-363.0001	266.0623	1.380246	1.815164
30	-92.01786	-358.2494	266.2315	1.627331	1.51747
36	-96.91467	-362.9602	266.0456	1.397525	1.814811
42	-107.6727	-371.4473	263.7746	1.080551	3.426591
48	-101.8395	-367.8754	266.0359	1.333586	1.865384
54	-99.0851	-364.1586	265.0735	1.464762	2.408824
60	-99.40469	-362.9711	263.5664	1.211846	3.471529
66	-105.9478	-371.2816	265.3338	1.475348	2.236201
72	-102.3045	-368.0973	265.7928	1.304167	2.048445
78	-101.4408	-366.0168	264.5759	1.308439	2.813371
84	-109.2652	-373.8687	264.6035	1.280879	2.813371
90	-104.8304	-370.6397	265.8093	1.367407	1.995473
96	-106.4859	-369.5314	263.0455	1.246687	3.753652
102	-105.5321	-371.9268	266.3946	2.388825	0.4920975
108	-108.5388	-375.0997	266.561	2.198436	0.6181904
114	-111.6488	-378.3038	266.655	1.884687	0.9348728
120	-109.6662	-376.2715	266.6054	1.786079	1.0821
126	-107.3462	-373.8095	266.4633	2.096908	0.912432
132	-105.0041	-371.5148	266.5107	1.921591	1.043489
138	-98.64479	-365.1684	266.5236	1.799679	1.144031
144	-98.89303	-365.2453	266.3522	1.971015	1.144031
150	-104.1606	-370.6591	266.4985	2.256445	0.6293961
156	-107.2573	-373.5449	266.2876	2.494036	0.4696754
162	-95.57478	-361.9014	266.3266	2.45585	0.4763053
168	-93.69339	-359.9526	266.2592	2.481658	0.3677095
174	-98.44618	-364.2052	265.759	2.867859	0.2696742
180	-102.8691	-368.7584	265.8893	2.801617	0.3144339
186	-114.7516	-380.5277	265.7761	2.914825	0.3144339
192	-114.1038	-379.9727	265.8689	2.854867	0.3464
198	-130.6944	-396.3445	265.6501	3.018502	0.2968826
